iter	Logloss
551	0.4454870141
552	0.4453948067
553	0.445294565
554	0.4451780538
555	0.4450422236
556	0.4449330144
557	0.4447838665
558	0.4446731843
559	0.444510756
560	0.4444042316
561	0.4443345937
562	0.4441819943
563	0.4440905277
564	0.4439529832
565	0.4438450547
566	0.4436882344
567	0.4435837516
568	0.4434273734
569	0.4433026843
570	0.4431729932
571	0.4430703281
572	0.4429325165
573	0.4427993769
574	0.4426935416
575	0.44256317
576	0.4424478533
577	0.4423490732
578	0.4422289669
579	0.4421307238
580	0.4419974462
581	0.441923728
582	0.4418660122
583	0.4416911018
584	0.4415709984
585	0.4414639026
586	0.4413352682
587	0.4412242759
588	0.4411331768
589	0.4409636159
590	0.4408420423
591	0.4407620672
592	0.4406341851
593	0.4405732218
594	0.4404628755
595	0.4403101383
596	0.4401848864
597	0.4400764009
598	0.4399723804
599	0.439888078
600	0.4397253856
601	0.4395423002
602	0.4394106106
603	0.4392902689
604	0.4391788659
605	0.4390551589
606	0.4389442786
607	0.4388247294
608	0.4386764917
609	0.4385281822
610	0.4383698831
611	0.4382414439
612	0.438144691
613	0.4380235683
614	0.4379145343
615	0.4378332584
616	0.4377375995
617	0.4376545922
618	0.4375428934
619	0.4374064286
620	0.4373054748
621	0.4372216951
622	0.4371158943
623	0.4370184207
624	0.4368688133
625	0.4367442248
626	0.4366112918
627	0.4365165346
628	0.4362999597
629	0.4361988853
630	0.4360610652
631	0.4359042821
632	0.4357928935
633	0.4356585938
634	0.4355601611
635	0.4354390786
636	0.4353172437
637	0.4352311008
638	0.4350862198
639	0.4349464557
640	0.4348400778
641	0.4347517468
642	0.4346657876
643	0.4346070553
644	0.4344974327
645	0.4344213024
646	0.4343086131
647	0.4341524158
648	0.4340186473
649	0.4339034942
650	0.4337909714
651	0.4336613923
652	0.4335710542
653	0.4334412224
654	0.4332977571
655	0.4332004098
656	0.4330980059
657	0.4329551924
658	0.4328477405
659	0.4327469475
660	0.4326266833
661	0.4325530024
662	0.432388679
663	0.4322933302
664	0.4321624647
665	0.4320663779
666	0.4319514489
667	0.4318553794
668	0.431738426
669	0.4316692273
670	0.4315298222
671	0.4314394152
672	0.4313264214
673	0.4311835476
674	0.431037429
675	0.4309279471
676	0.4307708166
677	0.4306934717
678	0.4305897929
679	0.4304485529
680	0.4303195998
681	0.430197429
682	0.4300834475
683	0.4299671947
684	0.4298628411
685	0.4297950179
686	0.4296459274
687	0.429562096
688	0.4293949987
689	0.4292604578
690	0.4292224113
691	0.4291193527
692	0.4289889352
693	0.4288862241
694	0.4287842136
695	0.428736677
696	0.4286475506
697	0.4285559347
698	0.428431059
699	0.428355124
700	0.4282574034
701	0.4281906857
702	0.4281264288
703	0.4280252683
704	0.4279317256
705	0.4278191971
706	0.4277173819
707	0.4275932011
708	0.4275061909
709	0.4274243092
710	0.4273011994
711	0.4271856817
712	0.4271066714
713	0.4269879319
714	0.4269101477
715	0.4267174143
716	0.4265631409
717	0.4264155292
718	0.4263200082
719	0.4262144112
720	0.4260698576
721	0.4259711349
722	0.4258569094
723	0.4257876303
724	0.425737587
725	0.4256435878
726	0.4255770223
727	0.4254480577
728	0.4253326749
729	0.4252394912
730	0.425168093
731	0.4250307094
732	0.4249206531
733	0.4247894861
734	0.4246455068
735	0.4245223942
736	0.4243455599
737	0.4242503805
738	0.4241364823
739	0.4239869898
740	0.4238834833
741	0.4237517306
742	0.4236295052
743	0.4235462538
744	0.4234560104
745	0.4233688366
746	0.4232445266
747	0.4230999615
748	0.4229721454
749	0.4228120545
750	0.4227074683
751	0.4225663719
752	0.4224629831
753	0.4223663881
754	0.422249518
755	0.4221174264
756	0.4219679655
757	0.4218225045
758	0.4216950186
759	0.4215607419
760	0.4214398546
761	0.4213617201
762	0.4212247958
763	0.4211566051
764	0.4210189659
765	0.420917188
766	0.4207896648
767	0.420635578
768	0.4205064813
769	0.4203990295
770	0.4202737001
771	0.4201506104
772	0.4200032715
773	0.4198930832
774	0.4198014443
775	0.4196478715
776	0.4195351649
777	0.4194413954
778	0.4193472699
779	0.4192568772
780	0.4191558516
781	0.4190360095
782	0.4189134166
783	0.4188223894
784	0.4187350031
785	0.4186439184
786	0.4185383358
787	0.4184309213
788	0.4183393715
789	0.4182076617
790	0.4180268506
791	0.4178729016
792	0.41777326
793	0.4176483528
794	0.4175558094
795	0.4174575346
796	0.417345543
797	0.4172177184
798	0.4170906805
799	0.4169290849
800	0.4167852061
801	0.4166268581
802	0.4165026371
803	0.4164175307
804	0.4163315687
805	0.4162178829
806	0.4160976475
807	0.415991169
808	0.4159241441
809	0.4158541529
810	0.4157495122
811	0.4155733699
812	0.4154599828
813	0.4153410883
814	0.4152125602
815	0.4150668465
816	0.415021765
817	0.4149272461
818	0.4147906004
819	0.4146598066
820	0.4145420578
821	0.4144424852
822	0.4142874394
823	0.4141897676
824	0.414070474
825	0.4139173348
826	0.4138335837
827	0.4137099083
828	0.4136132702
829	0.4135401262
830	0.4134454523
831	0.4133396917
832	0.413220757
833	0.4130918038
834	0.4130337062
835	0.4129580497
836	0.4128490128
837	0.4127540316
838	0.4126908974
839	0.4126128921
840	0.4125438456
841	0.4124262863
842	0.4123116702
843	0.4121850085
844	0.4120729595
845	0.4119880685
846	0.4118740612
847	0.411750581
848	0.411696377
849	0.4116153107
850	0.4114861709
851	0.4113853894
852	0.4112954705
853	0.411218944
854	0.411160295
855	0.4110565875
856	0.4109408027
857	0.4108259627
858	0.410740193
859	0.4106098156
860	0.410492397
861	0.4103994861
862	0.410263475
863	0.4101486895
864	0.4100837176
865	0.4099707096
866	0.4098840612
867	0.4097637339
868	0.4096097447
869	0.4094642751
870	0.4093700405
871	0.4092784274
872	0.4091765318
873	0.4090206561
874	0.408844376
875	0.4087603666
876	0.4086279218
877	0.4085018774
878	0.4083963149
879	0.4083001335
880	0.4082406173
881	0.4081427618
882	0.4080310315
883	0.4079446789
884	0.4077925102
885	0.4076847655
886	0.4076380559
887	0.4075350577
888	0.4074413198
889	0.4073025004
890	0.4071921972
891	0.4070854029
892	0.4069797945
893	0.4068910989
894	0.4068102393
895	0.4067456436
896	0.4066677216
897	0.4065675057
898	0.4064913352
899	0.4063874382
900	0.4062682365
901	0.4061676244
902	0.406064517
903	0.4059559395
904	0.4058430004
905	0.4057541525
906	0.4056330729
907	0.4055547517
908	0.405442605
909	0.4053431444
910	0.4052474022
911	0.4051421154
912	0.4050712083
913	0.404954028
914	0.4048148268
915	0.4047436928
916	0.4046504918
917	0.4045342419
918	0.4044415808
919	0.4043591793
920	0.4042348435
921	0.4041271217
922	0.4040372803
923	0.4039403781
924	0.4038453395
925	0.4037492039
926	0.4036428317
927	0.403546768
928	0.4034386959
929	0.4033533254
930	0.403210173
931	0.4031057706
932	0.4029943045
933	0.4029034409
934	0.40275914
935	0.4026726007
936	0.4026064774
937	0.4024734325
938	0.4023581818
939	0.4022361259
940	0.4021602511
941	0.4020432403
942	0.4019307175
943	0.4018595979
944	0.4017471268
945	0.4016377338
946	0.4015445415
947	0.4014412245
948	0.4013512482
949	0.4012999386
950	0.4012170604
951	0.4011181827
952	0.401003311
953	0.4009030435
954	0.4008058542
955	0.4006656651
956	0.4005449501
957	0.4004511261
958	0.4003790187
959	0.4002696631
960	0.4002036316
961	0.4001057129
962	0.3999533289
963	0.3998167205
964	0.3997022021
965	0.3995916318
966	0.3994705981
967	0.39940581
968	0.3993045231
969	0.3991629472
970	0.3990873567
971	0.3989582026
972	0.3988647116
973	0.3987582361
974	0.3986492193
975	0.3985433266
976	0.3983996143
977	0.3983045785
978	0.3981727913
979	0.3980983408
980	0.397990731
981	0.397873792
982	0.3978364289
983	0.3977497777
984	0.3976162131
985	0.3975075581
986	0.3973970855
987	0.3973172798
988	0.3972186834
989	0.3971406522
990	0.3970755397
991	0.3969747036
992	0.3968643602
993	0.3967852436
994	0.3966462462
995	0.396505615
996	0.3964466645
997	0.3963377224
998	0.3962535205
999	0.3962086515
